fid,disc_loss,gen_loss
290.5787048339844,13.228451669216156,673.2675971984863
317.78216552734375,8.644259870052338,505.6588134765625
295.51470947265625,8.032012403011322,499.35123443603516
292.0420227050781,5.241916805505753,503.5784111022949
275.7359619140625,9.352971401065588,508.96514892578125
302.0502624511719,3.8810802698135376,511.7799644470215
304.6142272949219,5.295200742781162,520.731861114502
293.86712646484375,6.132536850869656,516.1110496520996
260.278076171875,5.127631483599544,513.5185089111328
287.1356201171875,9.631156265735626,496.6955871582031
257.7216796875,8.418515264987946,489.71874618530273
295.7745361328125,7.79791958630085,498.7730522155762
263.6307678222656,8.27281904220581,494.50097274780273
272.4822998046875,7.351681172847748,478.46054458618164
283.3685607910156,7.502753466367722,479.15727615356445
262.661865234375,7.820673823356628,490.5349922180176
274.5418395996094,7.483828201889992,478.10240936279297
280.6878662109375,7.61751601099968,477.4600601196289
276.37530517578125,6.990955129265785,476.1342239379883
283.1087646484375,6.558010309934616,474.6770782470703
256.4426574707031,6.077627778053284,486.2245330810547
253.55621337890625,7.54778665304184,472.5731430053711
226.6497344970703,5.407205730676651,466.8417510986328
240.13026428222656,7.867536276578903,467.7451057434082
210.60565185546875,6.756858736276627,458.4104480743408
230.38995361328125,5.643522083759308,460.3376579284668
226.04360961914062,7.690953582525253,462.71346282958984
181.08506774902344,6.140703946352005,453.07115745544434
189.44837951660156,6.062790736556053,457.38174057006836
216.80889892578125,6.258678048849106,443.53378105163574
216.11474609375,5.984278708696365,437.0401248931885
212.02169799804688,6.566095918416977,443.49526596069336
199.49993896484375,6.415611624717712,433.6269111633301
200.58792114257812,6.386198878288269,428.03127098083496
187.8861083984375,5.66929304599762,421.0561351776123
200.27999877929688,8.516936108469963,435.59996795654297
188.41891479492188,5.171457201242447,408.3572692871094
175.8729248046875,6.196085602045059,402.9717788696289
162.7408447265625,5.223151475191116,411.63232803344727
173.8802490234375,7.721830248832703,404.44802474975586
165.31143188476562,5.372823089361191,400.3704948425293
184.57183837890625,8.215945094823837,394.981538772583
160.48216247558594,4.184340983629227,389.7188243865967
150.5145263671875,6.386734902858734,392.31055068969727
197.95529174804688,7.904376193881035,372.9803047180176
152.4080352783203,5.313394695520401,372.9995365142822
168.43516540527344,6.7534439861774445,367.0676860809326
142.2528839111328,5.523319482803345,364.2833423614502
146.25608825683594,6.365701720118523,365.9632568359375
165.9950714111328,6.293333664536476,356.0464973449707
140.49069213867188,8.02871972322464,343.90017890930176
150.44869995117188,7.6521731317043304,349.8260250091553
175.13528442382812,6.330540701746941,334.85864639282227
191.19351196289062,6.987979710102081,328.37140464782715
138.99172973632812,6.48138590157032,331.37298011779785
158.76821899414062,7.167075723409653,335.63359451293945
159.3268280029297,6.207092761993408,317.18212127685547
144.75831604003906,6.037605315446854,319.334171295166
139.84083557128906,6.665662735700607,311.9396514892578
157.09478759765625,7.884989440441132,307.5076789855957
148.68629455566406,6.201197654008865,306.5590705871582
177.156494140625,9.023082107305527,301.38694953918457
143.53781127929688,5.40052393078804,295.54044914245605
137.6168975830078,7.002696335315704,289.912317276001
134.4617156982422,6.121695831418037,287.4341697692871
174.58050537109375,8.339940398931503,289.5700263977051
149.88645935058594,6.42423552274704,282.54516792297363
145.66818237304688,6.464402407407761,273.4402732849121
144.49496459960938,8.488941311836243,272.64342880249023
159.19662475585938,6.6592806577682495,268.8398857116699
133.50588989257812,6.897031277418137,270.17523765563965
147.3367919921875,8.098108977079391,257.3546199798584
158.38442993164062,6.544071733951569,269.24388313293457
155.69554138183594,7.302002981305122,259.28184509277344
143.13377380371094,7.17878258228302,258.1025161743164
147.33628845214844,7.009160593152046,258.4058265686035
140.1230010986328,7.427954167127609,255.1405029296875
148.35125732421875,6.78069594502449,249.45887756347656
138.78981018066406,6.660479426383972,241.63279342651367
173.89431762695312,8.432521522045135,254.24813079833984
147.16732788085938,6.784774601459503,240.18872261047363
158.78512573242188,7.215384423732758,243.0426540374756
145.2547607421875,7.107340604066849,240.42200088500977
155.4106903076172,7.666841953992844,244.96870231628418
162.09329223632812,7.063517719507217,238.66466522216797
158.6417694091797,7.5889812707901,232.12727642059326
134.96820068359375,7.163205504417419,233.7713165283203
148.07958984375,6.533618122339249,226.10596466064453
156.75296020507812,8.34671500325203,225.97869396209717
154.4309539794922,7.096128672361374,233.48630332946777
157.40008544921875,7.742615163326263,231.27978897094727
155.6014404296875,6.710661709308624,238.84858322143555
150.92697143554688,7.037607491016388,238.41685676574707
148.59132385253906,7.808399885892868,230.5793113708496
163.50196838378906,6.711704730987549,221.95354843139648
155.55397033691406,6.810099303722382,222.18970394134521
154.51429748535156,7.726111799478531,217.09380531311035
158.76654052734375,7.518781304359436,215.40313148498535
155.56155395507812,6.937974989414215,216.56001949310303
162.88673400878906,7.288614839315414,211.65060329437256
160.0162353515625,7.734775185585022,220.77750301361084
161.9018096923828,7.151491969823837,211.9339952468872
163.84970092773438,7.584466993808746,213.80596828460693
147.84693908691406,7.330327957868576,214.99371528625488
149.56268310546875,6.715038299560547,211.50843620300293
154.13265991210938,6.975825488567352,208.18637371063232
162.3241729736328,8.573703587055206,211.2342710494995
159.53924560546875,7.405465513467789,205.46735191345215
162.33383178710938,7.111662030220032,206.71093559265137
152.9121856689453,7.3211338222026825,207.83092498779297
151.62290954589844,8.215574443340302,211.62097549438477
158.61782836914062,6.651152938604355,199.03735256195068
158.48338317871094,7.229086846113205,204.66990852355957
151.84906005859375,7.780943274497986,202.4075164794922
154.02732849121094,7.1108589470386505,201.70120429992676
148.13522338867188,7.024236649274826,202.0669870376587
151.5952606201172,6.820920497179031,200.20729732513428
161.86805725097656,7.31728920340538,200.2311716079712
157.1612548828125,8.192254304885864,203.59588623046875
156.45834350585938,6.479921072721481,193.91823387145996
157.1656494140625,7.409165024757385,201.2596778869629
147.42483520507812,7.08342969417572,194.49269104003906
160.33192443847656,8.07304272055626,196.02781772613525
153.68594360351562,7.002904444932938,193.35511684417725
169.43418884277344,6.927562952041626,197.06904125213623
159.54971313476562,7.899588614702225,192.34950733184814
160.81756591796875,6.614640593528748,189.7396821975708
160.69984436035156,7.836098551750183,185.25371646881104
160.85971069335938,7.000951826572418,190.4194803237915
167.1363983154297,7.094233185052872,190.37011814117432
156.1027374267578,7.4245425760746,190.8022861480713
155.48095703125,7.21743980050087,187.4158535003662
