fid,disc_loss,gen_loss
152.07818603515625,6.816127002239227,188.0756254196167
153.24298095703125,6.834807962179184,188.1820068359375
166.7420196533203,6.860750526189804,187.76932048797607
153.3624267578125,6.795459449291229,188.63746452331543
145.46127319335938,7.000062197446823,189.4649600982666
157.80628967285156,7.702580273151398,185.0346918106079
157.82150268554688,7.96875935792923,185.1675090789795
170.8053741455078,7.35531947016716,184.36565017700195
167.20713806152344,6.8227110505104065,186.54778480529785
156.90647888183594,6.305941849946976,183.6057596206665
162.7181396484375,8.77680578827858,180.0445432662964
158.94024658203125,6.835888475179672,181.16319751739502
173.21820068359375,6.600513607263565,184.27043628692627
146.24310302734375,7.1564339101314545,184.3791208267212
153.66024780273438,7.009549170732498,176.68456077575684
150.56883239746094,6.199486166238785,180.2464723587036
168.0254669189453,6.827526211738586,182.0688829421997
167.35556030273438,6.449540048837662,181.15338230133057
160.27720642089844,6.9404615461826324,188.56959342956543
151.10452270507812,9.029470682144165,174.3076467514038
154.4253692626953,6.722276210784912,178.40579509735107
153.67068481445312,6.18279105424881,182.5011501312256
157.08734130859375,6.732775390148163,176.45690059661865
159.88368225097656,6.805330187082291,176.52018928527832
152.96206665039062,7.361446678638458,182.87053871154785
154.90655517578125,6.089869022369385,178.42805576324463
152.7921142578125,6.065706312656403,179.37127304077148
154.48570251464844,6.442465245723724,178.35932445526123
